school_code,postal_code,city,name
0080576H,08220,Rocquigny,Ecole primaire
0080598G,08260,Auvillers-les-Forges,Ecole primaire d'Auvillers-Eteignieres
0080635X,08800,Les Hautes-Rivières,Ecole primaire Louis Pasteur
0080649M,08800,Thilay,Ecole primaire
0080671L,08140,Pouru-Saint-Remy,Ecole élémentaire
0080690G,08160,Flize,Ecole primaire
0080696N,08160,Nouvion-sur-Meuse,Ecole primaire
0080724U,08170,Haybes,Ecole primaire
0080728Y,08170,Fumay,Ecole primaire du Charnois
0080737H,08320,Vireux-Wallerand,Ecole primaire des Bruyères
0080740L,08320,Vireux-Molhain,Ecole primaire Maurice Robinet
0080766P,08600,Fromelennes,Ecole maternelle de Flohimont
0080777B,08200,Saint-Menges,Ecole maternelle
0080794V,08330,Vrigne aux Bois,Ecole primaire Louise Michel
0080876J,08000,Charleville-Mézières,Ecole primaire privée Sainte Anne
0080877K,08000,Charleville-Mézières,Ecole primaire privée Notre-Dame
0080884T,08700,Nouzonville,Ecole primaire privée Sainte Thérèse
0080888X,08200,Sedan,Ecole primaire privée de la Salle
0080906S,08300,Rethel,Ecole primaire Jean Mermoz
0080929S,08000,Charleville-Mézières,Ecole maternelle du Muguet
0081159S,08400,Vouziers,Ecole primaire publique Dora Levi
0090068A,09340,Verniolle,Ecole élémentaire Herminia-Muñoz-Puigsech
0090087W,09240,Alzen,Ecole primaire
0090109V,09400,Tarascon-sur-Ariège,Ecole maternelle publique Banat
0090118E,09600,La Bastide-sur-l'Hers,Ecole élémentaire
0090124L,09300,Bélesta,Ecole primaire groupe scolaire Mercadier
0090143G,09100,Benagues,Ecole élémentaire
0090160A,09500,Camon,Ecole maternelle
0090194M,09120,Crampagna,Ecole primaire
0090210E,09230,Fabas,Ecole primaire
0090235G,09390,L'Hospitalet-près-l'Andorre,Ecole élémentaire publique
0090244S,09500,Lagarde,Ecole élémentaire
0090251Z,09600,Laroque-d'Olmes,Ecole maternelle Joliot-Curie
0090252A,09230,Lasserre,Ecole primaire
0090312R,09500,Mirepoix,Ecole élémentaire Jean Jaurès
0090357P,09100,Pamiers,Ecole élémentaire Henri Cazalé
0090359S,09100,Pamiers,Ecole élémentaire de Lestang
0090383T,09700,Saverdun,Ecole élémentaire P et M Curie
0090389Z,09140,Seix,Ecole maternelle
0090404R,09320,Soulan,Ecole primaire
0090406T,09400,Tarascon-sur-Ariège,Ecole élémentaire Le Pradelet
0090460B,09100,Saint-Jean-du-Falga,Ecole élémentaire
0090487F,09190,Lorp-Sentaraille,Ecole primaire
0090531D,09100,Pamiers,Ecole primaire privée Jeanne d'Arc
0090547W,09100,La Tour-du-Crieu,Ecole maternelle
0090621B,09320,Biert,Ecole élémentaire
0090684V,09350,Campagne-sur-Arize,Ecole élémentaire privée Chant'Arize Steiner Waldorf
0090692D,09200,Saint-Girons,Ecole maternelle privée hors contrat Calandreta Deth Coserans
0101138H,10000,Troyes,Groupe scolaire Eduk Ludik
0110083F,11200,Argens-Minervois,Ecole élémentaire
0110085H,11190,Arques,Ecole maternelle
0110100Z,11600,Bagnoles,Ecole élémentaire
0110104D,11340,Belcaire,Ecole maternelle
0110120W,11700,Blomac,Ecole primaire
0110129F,11150,Bram,Ecole maternelle
0110143W,11260,Campagne-sur-Aude,Ecole primaire
0110144X,11200,Camplong-d'Aude,Ecole élémentaire
0110177H,11000,Carcassonne,Ecole maternelle Jules Ferry
0110181M,11000,Carcassonne,Ecole maternelle les Castors
0110185S,11000,Carcassonne,Ecole maternelle Barbacane
0110186T,11000,Carcassonne,Ecole maternelle Jean Macé
0110192Z,11000,Carcassonne,Ecole primaire Pierre Paul Riquet
0110197E,11360,Cascastel-des-Corbières,Ecole primaire
0110242D,11190,Couiza,Ecole élémentaire
0110254S,11390,Cuxac-Cabardès,Ecole primaire
0251819S,25430,Vellevans,Ecole primaire intercommunale
0540420N,54690,Eulmont,Ecole primaire Les Vignottes
0540626M,54570,Lay-Saint-Remy,Ecole élémentaire
0540715J,54220,Malzéville,Ecole élémentaire Jules Ferry
0540753A,54850,Méréville,Ecole élémentaire
0540823B,54000,Nancy,Ecole élémentaire Ory
0540844Z,54000,Nancy,Ecole élémentaire Didion Raugraff
0540928R,54700,Pont-à-Mousson,Ecole élémentaire Procheville
0541064N,54200,Toul,Ecole élémentaire Emile Moselly
0541121A,54840,Bois-de-Haye,Ecole élémentaire Géo Condé
0541712T,54230,Chavigny,Ecole élémentaire du Chatel
0541866K,54200,Ecrouves,Ecole maternelle Jacquart
0541952D,54230,Chavigny,Ecole maternelle du Chatel
0670302P,67170,Geudertheim,Ecole maternelle
0670304S,67720,Hoerdt,Ecole maternelle Les courlis
0670309X,67720,Weyersheim,Ecole maternelle Les Cygnes
0670602R,67250,Hoffen,Ecole primaire ex Hermerswiller
0672137J,67720,Weyersheim,Ecole primaire
0672733G,67590,Ohlungen,Ecole primaire
0681749G,68127,Oberhergheim,Ecole élémentaire intercommunale
0771536B,77170,Brie-Comte-Robert,Ecole primaire Gérard Menot
0771537C,77170,Brie-Comte-Robert,Ecole maternelle Le Moulin Fleuri
0772896E,77600,Bussy-Saint-Georges,Ecole primaire Jacques Chirac
0540169R,54510,Art-sur-Meurthe,Ecole primaire du parc
0540341C,54400,Cosnes-et-Romain,Ecole élémentaire Jean de la Fontaine
0540377S,54110,Dombasle-sur-Meurthe,Ecole élémentaire Paul Bert
0540888X,54610,Nomeny,Ecole élémentaire
0540889Y,54450,Nonhigny,Ecole élémentaire
0541943U,54910,Valleroy,Ecole élémentaire Jean Morette
0560890N,56550,Belz,Ecole primaire privée Saint Jean
0560905E,56400,Brech,Ecole primaire privée Sacré-Coeur
0560920W,56800,Campénéac,Ecole primaire privée Notre-Dame
0560975F,56120,Guégon,Ecole primaire privée Saint Gildas
0560993A,56520,Guidel,Ecole primaire privée Notre-Dame des Victoires
0560994B,56800,Guillac,Ecole primaire privée Notre-Dame de Lourdes
0561000H,56120,Helléan,Ecole primaire privée Saint Samson
0561001J,56700,Hennebont,Ecole primaire privée Saint Joseph
0561019D,56920,Kerfourn,Ecole primaire privée Notre-Dame
0561021F,56300,Kergrist,Ecole primaire privée Saint Joseph
0561023H,56700,Kervignac,Ecole primaire privée Sainte Anne
0561033U,56440,Languidic,Ecole primaire privée Notre-Dame des Fleurs
0561063B,56100,Lorient,Ecole primaire privée Sainte Thérèse
0561072L,56130,Péaule,Ecole primaire privée la Colombe
0561095L,56800,Ploërmel,Ecole primaire privée Saint Louis
0561102U,56680,Plouhinec,Ecole primaire privée Sainte Anne
0561125U,56330,Pluvigner,Ecole primaire privée Sainte Anne
0561128X,56300,Pontivy,Ecole primaire privée Claude Marquet
0561132B,56620,Pont-Scorff,Ecole primaire privée Notre-Dame du Rosaire
0561134D,56290,Port-Louis,Ecole primaire privée Sainte Anne
0561138H,56230,Questembert,Ecole primaire privée Notre-Dame
0561154A,56500,Evellys,Ecole primaire privée Notre-Dame de Montligeon
0561164L,56580,Rohan,Ecole primaire privée Sainte Jeanne d'Arc
0561172V,56220,Malansac,Ecole primaire privée Sainte Anne
0561178B,56430,Mauron,Ecole primaire privée Saint Pierre
0561189N,56490,Mohon,Ecole primaire privée Saints Anges
0561195V,56800,Ploërmel,Ecole élémentaire privée Saint Joseph
0561230H,56140,Saint-Congard,Ecole primaire privée Saint Joseph
0561238S,56460,Saint-Guyomard,Ecole primaire privée Sainte Marguerite
0561239T,56700,Sainte-Hélène,Ecole primaire privée Saint Joseph
0561245Z,56350,Saint-Jean-la-Poterie,Ecole primaire privée Saint Joseph
0561259P,56300,Saint-Thuriau,Ecole primaire privée Saint Joseph
0561265W,56300,Pontivy,Ecole primaire privée Notre Dame de la Joie Saint Joseph
0561279L,56130,Théhillac,Ecole primaire privée Saint Pierre-Saint Paul
0561288W,56470,La Trinité-sur-Mer,Ecole primaire privée Notre-Dame
0561301K,56000,Vannes,Ecole primaire privée Saint Patern
0561589Y,56890,Saint-Avé,Ecole primaire privée Notre-Dame
0561666G,56150,Baud,Ecole primaire privée Diwan
0561694M,56000,Vannes,Ecole primaire privée Diwan
0561801D,56230,Questembert,Ecole primaire privée Diwan
0561811P,56300,Pontivy,ecole primaire privée Diwan
0561914B,56670,Riantec,ECOLE PRIMAIRE PRIVEE DIWAN
0670256P,67400,Illkirch-Graffenstaden,Ecole maternelle Nord
0672032V,67660,Betschdorf,Ecole maternelle Les Mésanges
0672202E,67680,Epfig,Ecole primaire
0020287B,02880,Chivres-Val,Ecole primaire
0020301S,02300,Abbécourt,Ecole primaire
0020313E,02240,Alaincourt,Ecole élémentaire
0020319L,02190,Amifontaine,Ecole primaire
0020383F,02110,Beaurevoir,Ecole maternelle
0020395U,02200,Belleu,Ecole primaire Jules Verne / Léo Lagrange
0020448B,02700,Tergnier,Ecole maternelle Groupe scolaire André Boulloche
0020560Y,02700,Condren,Ecole primaire Les 4 Chemins
0020561Z,02330,Connigis,Ecole primaire
0020626V,02600,Dampleux,Ecole primaire
0020639J,02310,Domptin,Ecole primaire
0020670T,02500,Martigny,Ecole primaire
0020683G,02000,Merlieux-et-Fouquerolles,Ecole primaire
0020695V,02880,Missy-sur-Aisne,Ecole primaire Des 4 Saisons
0020733L,02330,Monthurel,Ecole maternelle
0020746A,02700,Tergnier,Ecole maternelle Raoul Dautry
0020816B,02140,Saint-Gobert,Ecole primaire
0020848L,02100,Saint-Quentin,Ecole primaire Marcel Pagnol
0020872M,02100,Saint-Quentin,Ecole primaire Ernest Lavisse
0020901U,02350,Pierrepont,Ecole primaire
0020906Z,02600,Villers-Cotterêts,Ecole primaire Faubourg de Pisseleux N° 1
0020928Y,02860,Presles-et-Thierny,Ecole élémentaire
0020941M,02240,Itancourt,Ecole primaire Jean Rostand
0020963L,02140,Landouzy-la-Cour,Ecole primaire
0020981F,02000,Laon,Ecole primaire Louise Macault 2
0021000B,02600,Largny-sur-Automne,Ecole primaire
0021020Y,02500,Leuze,Ecole primaire
0021021Z,02420,Levergies,Ecole primaire
0021041W,02870,Fourdrain,Ecole primaire
0021048D,02230,Fresnoy-le-Grand,Ecole primaire Levaufre
0021061T,02430,Gauchy,Ecole primaire Jules Ferry
0021078L,02100,Gricourt,Ecole primaire
0021085U,02680,Grugies,Ecole primaire
0021091A,02120,Guise,Ecole maternelle du Centre
0021093C,02120,Guise,Ecole primaire Godin
0021094D,02120,Guise,Ecole primaire de Flavigny
0021112Y,02420,Lehaucourt,Ecole primaire R Gérard
0021126N,02500,Hirson,Ecole maternelle Groupe scolaire Jean Jaurès
0021132V,02500,Hirson,Ecole maternelle Groupe scolaire Jean Zay
0021143G,02590,Savy,Ecole primaire
0021177U,02150,Sissonne,Ecole maternelle
0021248W,02000,Urcel,Ecole primaire 1
0021327G,02600,Villers-Cotterêts,Ecole primaire du Centre
0021332M,02600,Villers-Cotterêts,Ecole maternelle Parc Salanson
0021370D,02220,Mont-Notre-Dame,Ecole primaire
0021398J,02470,Neuilly-Saint-Front,Ecole primaire Marcel Roger
0021421J,02170,Le Nouvion-en-Thiérache,Ecole maternelle Blot
0021424M,02800,Nouvion-le-Comte,Ecole primaire
0021429T,02200,Noyant-et-Aconin,Ecole primaire
0021433X,02500,Ohis,Ecole elementaire
0021440E,02550,Origny-en-Thiérache,Ecole primaire du Centre
0021453U,02220,Paars,Ecole primaire
0021528A,02400,Château-Thierry,Ecole primaire Les Vaucrises-Hérissons
0021550Z,02840,Athies-sous-Laon,Ecole élémentaire
0021570W,02200,Courmelles,Ecole primaire René Hocquemiller
0021585M,02400,Etampes-sur-Marne,Ecole primaire
0021591U,02300,Autreville,Ecole primaire Raymond Tavernier
0021632N,02340,Chaourse,Ecole primaire
0021638V,02630,Mennevret,Ecole primaire
0021666A,02110,Montbrehain,Ecole primaire Albert Mennécier
0021671F,02260,La Capelle,Ecole primaire
0021681S,02430,Gauchy,Ecole maternelle Henri Wallon
0021774T,02830,Watigny,Ecole primaire
0021801X,02120,Lesquielles-Saint-Germain,Ecole primaire
0021802Y,02120,Marly-Gomont,Ecole primaire
0021803Z,02440,Montescourt-Lizerolles,Ecole primaire du Centre
0021830D,02600,Villers-Cotterêts,Ecole maternelle Valentin Clavez
0021835J,02110,Prémont,Ecole primaire
0021838M,02300,Chauny,Ecole primaire André Boulloche
0021988A,02300,Bichancourt,Ecole primaire
0021996J,02200,Soissons,Ecole primaire Jean Moulin
0021997K,02140,Vervins,Ecole primaire Brimbeuf Céccaldi
0022054X,02700,Frières-Faillouël,Ecole élémentaire
0022073T,02200,Soissons,Ecole primaire publique Michelet
0022077X,02170,Le Nouvion-en-Thiérache,A COMPLETER
0022138N,02220,Cuiry-Housse,Ecole primaire privée La Fontaine
0022192X,02800,La Fère,"Ecole espérence ruralité,  le cours Clovis  La Fère"
0030152Z,03290,Saint-Pourçain-sur-Besbre,Ecole Primaire
0030160H,03370,Saint-Sauvier,Ecole Jean Dutheil
0030168S,03210,Saint-Menoux,Ecole Primaire
0030172W,03160,Saint-Léopardin-d'Augy,Ecole Primaire
0030180E,03140,Saint-Germain-de-Salles,Ecole Primaire
0030187M,03340,Saint-Gérand-de-Vaux,Ecole Primaire
0030191S,03300,Saint-Etienne-de-Vicq,Ecole élémentaire
0030211N,03260,Seuillet,Ecole Primaire
0030218W,03410,Teillet-Argenty,Ecole Primaire
0030225D,03230,Thiel-sur-Acolin,Ecole élémentaire Le Marronnier
0030238T,03460,Trévol,Gpe Scolaire René fallet-Henri Matisse
0030254K,03500,Paray-sous-Briailles,Ecole élémentaire
0030256M,03120,Périgny,Ecole Primaire
0030258P,03420,La Petite-Marche,Ecole maternelle
0030259R,03470,Pierrefitte-sur-Loire,Ecole Primaire
0030286V,03370,Saint-Désiré,Ecole Primaire
0030294D,03400,Saint-Ennemond,Ecole de l'Abron
0030306S,03100,Montluçon,Ecole primaire Jean Moulin
0030309V,03390,Montmarault,Ecole maternelle Pierre et Marie Curie
0030322J,03000,Moulins,Ecole maternelle La Comete
0030323K,03000,Moulins,Ecole élémentaire Jean Moulin
0030336Z,03390,Murat,Ecole élémentaire
0030339C,03310,Néris-les-Bains,Ecole maternelle
0030343G,03340,Neuilly-le-Réal,Ecole maternelle
0030345J,03100,Montluçon,Ecole primaire Frédéric Mistral
0030356W,03150,Montaigu-le-Blin,Ecole élémentaire
0030370L,03100,Montluçon,Ecole élémentaire Jules Ferry
0030403X,03410,Lignerolles,Ecole Primaire
0030406A,03500,Louchy-Montfand,Ecole Primaire
0030419P,03230,Lusigny,Ecole élémentaire
0030425W,03600,Malicorne,Ecole Primaire
0030449X,03400,Yzeure,Ecole élémentaire Jules Ferry
0030462L,03310,Villebret,Ecole Primaire
0030469U,03190,Vallon-en-Sully,Ecole élémentaire
0030477C,03220,Varennes-sur-Tèche,Ecole élémentaire
0030488P,03200,Le Vernet,Ecole primaire Marcel Guillaumin
0030496Y,03200,Vichy,Ecole élémentaire Sévigné Lafaye
0030515U,03210,Chemilly,Ecole Primaire
0030516V,03230,Chevagnes,Ecole Primaire
0030534P,03500,Contigny,Ecole Primaire
0030538U,03430,Cosne-d'Allier,Ecole maternelle
0030544A,03320,Couleuvre,Ecole Primaire
0030548E,03140,Charroux,Ecole élémentaire
0030549F,03510,Chassenard,Ecole Primaire
0030554L,03140,Etroussat,Ecole Primaire
0030559S,03140,Fleuriel,Ecole Primaire
0030582S,03380,Huriel,Ecole élémentaire Antoine Pizon
0030584U,03600,Hyds,Ecole maternelle
0030605S,03240,Cressanges,Ecole Primaire
0030607U,03300,Creuzier-le-Neuf,Ecole primaire L. Neillot
0030617E,03300,Cusset,Ecole primaire Chassignol
0030623L,03630,Désertines,Ecole élémentaire Elsa Triolet
0030624M,03240,Deux-Chaises,Ecole élémentaire
0030647M,03330,Echassières,Ecole élémentaire
0030650R,03110,Espinasse-Vozelle,Ecole Primaire
0030657Y,03130,Le Bouchaud,Ecole élémentaire
0030668K,03140,Chantelle,Ecole maternelle
0030677V,03110,Charmeil,Ecole Primaire
0030679X,03160,Bourbon-l'Archambault,Ecole maternelle
0030690J,03110,Broût-Vernet,Ecole primaire C. Gillioppe
0030701W,03200,Abrest,Ecole Primaire
0030719R,03460,Aurouër,Ecole Primaire
0030731D,03230,Beaulon,Ecole Elementaire
0030738L,03700,Bellerive-sur-Allier,école maternelle Alexandre Varenne
0030739M,03700,Bellerive-sur-Allier,Ecole maternelle Jean Zay
0030745U,03170,Bézenet,ECOLE Primaire
0030751A,03140,Voussac,Ecole élémentaire
0030755E,03400,Yzeure,Ecole maternelle Les Bataillots
0030756F,03400,Yzeure,Ecole élémentaire Ampère
0030763N,03100,Montluçon,Ecole maternelle Emile Zola
0030802F,03500,Saint-Pourçain-sur-Sioule,Ecole maternelle Camille Claudel
0030810P,03300,Cusset,Ecole élémentaire privée Notre-Dame
0030820A,03100,Montluçon,Ecole élémentaire privée Notre-Dame
0030821B,03100,Montluçon,Ecole élémentaire privée Sainte Philomène
0030822C,03390,Montmarault,Ecole élémentaire privée Sainte Thérèse
0030834R,03800,Gannat,Ecole élémentaire Le Malcourlet
0030842Z,03000,Moulins,Ecole élémentaire LEONARD DE VINCI
0030871F,03400,Yzeure,Ecole maternelle Jacques Prévert
0030873H,03150,Varennes-sur-Allier,Ecole maternelle Les Quatre Vents
0030928T,03290,Diou,Ecole élémentaire
0030929U,03290,Diou,Ecole maternelle
0030931W,03230,Paray-le-Frésil,Ecole élémentaire
0030961D,03400,Toulon-sur-Allier,Ecole maternelle La Colline
0030987G,03140,Target,Ecole maternelle
0031096A,03160,Franchesse,Ecole maternelle
0040068C,04400,Barcelonnette,Ecole primaire
0040072G,04380,Barras,Ecole primaire
0040073H,04330,Barrême,Ecole primaire
0040078N,04200,Bevons,Ecole primaire
0040126R,04000,Digne-les-Bains,Ecole primaire LES AUGIERS
0040138D,04000,Digne-les-Bains,Ecole primaire LES SIEYES
0040148P,04200,Entrepierres,Ecole maternelle
0040201X,04100,Manosque,Ecole maternelle LA LUQUECE
0040214L,04270,Mézel,Ecole primaire
0040234H,04200,Noyers-sur-Jabron,Ecole primaire
0040247X,04310,Peyruis,Ecole maternelle
0040280H,04870,Saint-Michel-l'Observatoire,Ecole primaire
0040283L,04400,Saint-Pons,Ecole primaire
0040301F,04300,Sigonce,Ecole primaire
0040312T,04200,Sisteron,Ecole maternelle Les Plantiers
0040327J,04200,Valbelle,Ecole primaire
0040332P,04200,Vaumeilh,Ecole maternelle
0040341Z,04290,Volonne,Ecole primaire
0040394G,04140,Seyne,Ecole maternelle Jean Proal
0040473T,04300,Forcalquier,Ecole primaire
0050052E,05260,Saint-Michel-de-Chaillol,Ecole élémentaire
0050053F,05260,Saint-Michel-de-Chaillol,Ecole maternelle Les Marrons
0050070Z,05100,Val-des-Prés,Ecole élémentaire
0050076F,05560,Vars,Ecole primaire VARS Sainte-Catherine
0050099F,05190,Remollon,Ecole primaire
0050128M,05380,Châteauroux-les-Alpes,Ecole primaire
0050137X,05600,Guillestre,Ecole élémentaire
0050150L,05120,L'Argentière-la-Bessée,Ecole maternelle Plan d'Ergue
0050151M,05100,Briançon,Ecole maternelle Sainte-Catherine
0050160X,05300,Laragne-Montéglin,Ecole maternelle Simone Veil
0050211C,05230,Montgardin,Ecole primaire La Plaine
0050536F,05000,Gap,Ecole primaire Le Stade
0050593T,05160,Réallon,Ecole primaire Les Rousses
0050634M,05000,Gap,LA CALANDRETA
0060139U,06240,Beausoleil,Ecole primaire Ténao
0060167Z,06800,Cagnes-sur-Mer,Ecole élémentaire Daudet 1
0060179M,06400,Cannes,Ecole maternelle Jacqueline de Romilly
0060192B,06400,Cannes,Ecole maternelle Alice
0060203N,06110,Le Cannet,Ecole élémentaire Cougoussoles
0060219F,06620,Cipières,Ecole élémentaire de Cipières
0060247L,06360,Eze,Ecole primaire Gianton
0060278V,06130,Grasse,Ecole élémentaire Saint-Jacques 1
0060300U,06210,Mandelieu-la-Napoule,Ecole élémentaire Cottage Glycines
0060305Z,06210,Mandelieu-la-Napoule,Ecole élémentaire Fanfarigoule
0060350Y,06200,Nice,Ecole élémentaire Flore 1
0060356E,06000,Nice,Ecole maternelle Châlet des Roses
0060372X,06100,Nice,Ecole élémentaire d'application Saint-Barthélémy 1
0060392U,06000,Nice,Ecole élémentaire Roméo 2
0060394W,06100,Nice,Ecole élémentaire les Acacias
0060398A,06300,Nice,Ecole maternelle Ariane Muriers
0061385Y,06700,Saint-Laurent-du-Var,Ecole maternelle Cassin
0061432Z,06600,Antibes,Ecole élémentaire Saint-Claude
0061440H,06640,Saint-Jeannet,Ecole maternelle Li Parpaïoun
0061553F,06800,Cagnes-sur-Mer,Ecole maternelle Giono
0061569Y,06250,Mougins,Ecole élémentaire Les Cabrières
0061596C,06450,Utelle,Ecole primaire cinq villages
0061620D,06530,Le Tignet,Ecole élémentaire Campagno
0061649K,06110,Le Cannet,Ecole élémentaire Val des Fées
0061671J,06410,Biot,Ecole maternelle Moulin Neuf
0061695K,06110,Le Cannet,Ecole élémentaire Bastière
0061732A,06000,Nice,Ecole élémentaire privée Henri IV
0061749U,06140,Tourrettes-sur-Loup,Ecole maternelle Bagaria
0061774W,06700,Saint-Laurent-du-Var,Ecole maternelle Montaleigne
0061777Z,06640,Saint-Jeannet,Ecole maternelle Les Prés
0061778A,06370,Mouans-Sartoux,Ecole primaire L'Orée du Bois
0061859N,06610,La Gaude,Ecole maternelle La Baronne
0061896D,06410,Biot,Ecole primaire Olivari
